CustomerID,Recency,Frequency,Monetary,Cluster,Segment,Country,TotalItems,UniqueProducts,TotalTransactions,AvgOrderValue
13165.0,46,2,1021.48,0,Regular Customers,United Kingdom,1376,40,2,510.74
13166.0,283,1,417.2,2,At-Risk Customers,United Kingdom,216,39,1,417.2
13167.0,19,4,791.33,0,Regular Customers,United Kingdom,785,51,4,197.8325
13168.0,36,4,1319.19,0,Regular Customers,United Kingdom,682,102,4,329.7975
13169.0,64,2,712.88,0,Regular Customers,United Kingdom,272,11,2,356.44
13170.0,27,1,116.00999999999999,0,Regular Customers,United Kingdom,147,29,1,116.00999999999999
13171.0,22,3,468.41,0,Regular Customers,United Kingdom,229,37,3,156.13666666666668
13173.0,4,2,353.65,0,Regular Customers,United Kingdom,277,41,2,176.825
13174.0,16,3,2817.03,1,High-Value Customers,United Kingdom,1395,228,3,939.0100000000001
13176.0,46,1,492.84,0,Regular Customers,United Kingdom,453,66,1,492.84
13177.0,65,1,282.45,0,Regular Customers,United Kingdom,91,17,1,282.45
13178.0,26,11,3693.227500000001,1,High-Value Customers,United Kingdom,3570,95,11,335.7479545454546
13182.0,45,1,121.18,0,Regular Customers,United Kingdom,201,11,1,121.18
13183.0,8,9,3693.227500000001,1,High-Value Customers,United Kingdom,2208,51,9,410.3586111111112
13184.0,15,10,1701.29,1,High-Value Customers,United Kingdom,1692,138,10,170.129
13185.0,268,1,71.4,2,At-Risk Customers,United Kingdom,12,1,1,71.4
13186.0,40,3,1575.89,0,Regular Customers,United Kingdom,820,69,3,525.2966666666667
13187.0,328,1,236.02,2,At-Risk Customers,United Kingdom,95,37,1,236.02
13188.0,11,1,114.60000000000001,0,Regular Customers,United Kingdom,25,2,1,114.60000000000001
13189.0,19,2,260.68,0,Regular Customers,United Kingdom,842,29,2,130.34
13192.0,95,2,911.94,0,Regular Customers,United Kingdom,595,57,2,455.97
13193.0,61,1,117.88,0,Regular Customers,United Kingdom,50,22,1,117.88
13194.0,136,1,60.7,0,Regular Customers,United Kingdom,26,3,1,60.7
13196.0,11,4,1797.78,0,Regular Customers,United Kingdom,1224,97,4,449.445
13198.0,10,6,3401.2400000000002,1,High-Value Customers,United Kingdom,2648,199,6,566.8733333333333
13199.0,4,11,3693.227500000001,1,High-Value Customers,United Kingdom,6176,48,38,97.19019736842108
13200.0,19,4,870.09,0,Regular Customers,United Kingdom,516,42,4,217.5225
13203.0,10,4,869.46,0,Regular Customers,United Kingdom,800,56,4,217.365
13207.0,15,2,250.26000000000002,0,Regular Customers,United Kingdom,130,7,2,125.13000000000001
13208.0,59,6,1223.9,0,Regular Customers,United Kingdom,804,124,6,203.98333333333335
13209.0,30,8,3693.227500000001,1,High-Value Customers,United Kingdom,4253,255,8,461.6534375000001
13210.0,94,1,353.48,0,Regular Customers,United Kingdom,316,22,1,353.48
13211.0,10,3,1197.42,0,Regular Customers,United Kingdom,874,45,3,399.14000000000004
13212.0,20,3,788.08,0,Regular Customers,United Kingdom,310,128,3,262.6933333333333
13213.0,57,5,1520.58,0,Regular Customers,United Kingdom,1360,82,5,304.116
13216.0,268,1,333.74,2,At-Risk Customers,United Kingdom,297,5,1,333.74
13217.0,122,3,533.98,0,Regular Customers,United Kingdom,262,3,3,177.99333333333334
13218.0,127,1,62.63999999999999,0,Regular Customers,United Kingdom,88,5,1,62.63999999999999
13220.0,78,4,819.2900000000001,0,Regular Customers,United Kingdom,196,18,4,204.82250000000002
13221.0,240,2,847.41,2,At-Risk Customers,United Kingdom,244,62,2,423.705
13223.0,200,2,163.20000000000002,2,At-Risk Customers,United Kingdom,88,5,2,81.60000000000001
13224.0,60,2,2155.95,0,Regular Customers,United Kingdom,1518,101,2,1077.975
13225.0,3,7,3693.227500000001,1,High-Value Customers,United Kingdom,3416,23,7,527.6039285714287
13226.0,273,1,108.21000000000001,2,At-Risk Customers,United Kingdom,80,16,1,108.21000000000001
13227.0,202,1,257.7,2,At-Risk Customers,United Kingdom,99,9,1,257.7
13228.0,81,1,358.0,0,Regular Customers,United Kingdom,200,2,1,358.0
13229.0,226,1,160.95,2,At-Risk Customers,United Kingdom,63,10,1,160.95
13230.0,4,11,2806.97,1,High-Value Customers,United Kingdom,1665,393,14,200.49785714285713
13232.0,13,7,1357.6,1,High-Value Customers,United Kingdom,778,147,7,193.94285714285712
13233.0,74,2,605.12,0,Regular Customers,United Kingdom,1004,43,2,302.56
13235.0,212,1,1031.07,2,At-Risk Customers,United Kingdom,441,53,1,1031.07
13236.0,25,2,744.85,0,Regular Customers,United Kingdom,416,34,2,372.425
13238.0,17,4,700.73,0,Regular Customers,United Kingdom,298,20,4,175.1825
13239.0,262,1,329.56,2,At-Risk Customers,United Kingdom,327,21,1,329.56
13240.0,96,4,663.65,0,Regular Customers,United Kingdom,298,59,4,165.9125
13242.0,112,3,270.40000000000003,0,Regular Customers,United Kingdom,130,12,3,90.13333333333334
13243.0,203,1,600.07,2,At-Risk Customers,United Kingdom,233,56,1,600.07
13244.0,93,1,121.74000000000001,0,Regular Customers,United Kingdom,38,27,1,121.74000000000001
13245.0,51,1,430.5,0,Regular Customers,United Kingdom,125,16,1,430.5
13246.0,18,6,1987.3,1,High-Value Customers,United Kingdom,1602,110,6,331.21666666666664
13247.0,18,4,501.12,0,Regular Customers,United Kingdom,328,18,4,125.28
13248.0,125,2,465.68,0,Regular Customers,United Kingdom,305,25,2,232.84
13249.0,92,3,711.41,0,Regular Customers,United Kingdom,546,21,3,237.13666666666666
13253.0,157,2,1030.4,2,At-Risk Customers,United Kingdom,1572,35,2,515.2
13255.0,9,2,399.51,0,Regular Customers,United Kingdom,177,13,2,199.755
13258.0,12,3,698.58,0,Regular Customers,United Kingdom,287,28,3,232.86
13259.0,62,1,292.32,0,Regular Customers,United Kingdom,132,77,1,292.32
13260.0,61,1,557.62,0,Regular Customers,United Kingdom,142,8,1,557.62
13261.0,269,2,944.1,2,At-Risk Customers,United Kingdom,210,8,2,472.05
13262.0,263,1,200.29,2,At-Risk Customers,United Kingdom,125,11,1,200.29
13263.0,1,11,3693.227500000001,1,High-Value Customers,United Kingdom,4780,450,35,105.52078571428574
13265.0,53,5,2107.66,1,High-Value Customers,United Kingdom,1752,66,5,421.532
13266.0,11,11,3693.227500000001,1,High-Value Customers,United Kingdom,4428,82,12,307.7689583333334
13267.0,3,11,3693.227500000001,1,High-Value Customers,United Kingdom,1969,88,19,194.38039473684216
13268.0,18,11,3214.69,1,High-Value Customers,United Kingdom,3658,257,11,292.24454545454546
13269.0,1,11,3693.227500000001,1,High-Value Customers,United Kingdom,3514,177,15,246.21516666666673
13270.0,328,1,590.0,2,At-Risk Customers,United Kingdom,200,1,1,590.0
13271.0,37,1,217.38,0,Regular Customers,United Kingdom,253,79,1,217.38
13272.0,31,2,276.56,0,Regular Customers,United Kingdom,96,15,2,138.28
13273.0,113,1,138.98,0,Regular Customers,United Kingdom,153,16,1,138.98
13276.0,64,2,590.9300000000001,0,Regular Customers,United Kingdom,161,30,2,295.46500000000003
13277.0,16,4,258.4,0,Regular Customers,United Kingdom,176,5,4,64.6
13278.0,41,1,542.73,0,Regular Customers,United Kingdom,537,46,1,542.73
13279.0,78,1,137.75,0,Regular Customers,United Kingdom,73,9,1,137.75
13280.0,122,3,814.86,0,Regular Customers,United Kingdom,522,67,3,271.62
13282.0,18,3,1132.14,0,Regular Customers,United Kingdom,307,29,3,377.38000000000005
13283.0,60,2,93.66,0,Regular Customers,United Kingdom,90,7,2,46.83
13284.0,328,1,201.19,2,At-Risk Customers,United Kingdom,91,13,1,201.19
13285.0,23,4,2709.12,1,High-Value Customers,United Kingdom,2051,157,4,677.28
13291.0,156,1,361.11,2,At-Risk Customers,United Kingdom,233,41,1,361.11
13292.0,39,2,578.9399999999999,0,Regular Customers,United Kingdom,347,29,2,289.46999999999997
13294.0,190,2,873.74,2,At-Risk Customers,United Kingdom,453,48,2,436.87
13295.0,328,1,201.20000000000002,2,At-Risk Customers,United Kingdom,82,10,1,201.20000000000002
13296.0,137,1,87.4,2,At-Risk Customers,United Kingdom,78,5,1,87.4
13297.0,8,4,2089.85,0,Regular Customers,United Kingdom,963,52,4,522.4625
13298.0,1,1,360.0,0,Regular Customers,United Kingdom,96,2,1,360.0
13299.0,268,1,142.5,2,At-Risk Customers,United Kingdom,30,5,1,142.5
13300.0,169,1,371.89,2,At-Risk Customers,United Kingdom,203,20,1,371.89
13301.0,104,4,618.09,0,Regular Customers,United Kingdom,345,75,4,154.5225
13302.0,155,1,63.75,2,At-Risk Customers,United Kingdom,5,1,1,63.75
13304.0,328,1,300.42,2,At-Risk Customers,United Kingdom,238,21,1,300.42
13305.0,4,10,2000.86,1,High-Value Customers,United Kingdom,1232,50,10,200.08599999999998
13307.0,120,1,15.0,0,Regular Customers,United Kingdom,4,1,1,15.0
13308.0,23,3,1385.51,0,Regular Customers,United Kingdom,843,49,3,461.83666666666664
13309.0,7,5,1456.79,0,Regular Customers,United Kingdom,1544,82,5,291.358
13310.0,28,3,1132.03,0,Regular Customers,United Kingdom,587,65,3,377.3433333333333
13311.0,4,2,598.57,0,Regular Customers,United Kingdom,305,25,2,299.285
13313.0,22,5,1555.32,0,Regular Customers,United Kingdom,851,47,5,311.06399999999996
13314.0,2,3,775.94,0,Regular Customers,United Kingdom,560,55,3,258.6466666666667
13316.0,37,4,3693.227500000001,1,High-Value Customers,United Kingdom,6948,66,4,923.3068750000002
13317.0,66,6,2273.68,1,High-Value Customers,United Kingdom,1035,100,6,378.94666666666666
13318.0,1,3,640.76,0,Regular Customers,United Kingdom,304,14,3,213.58666666666667
13319.0,5,11,3693.227500000001,1,High-Value Customers,United Kingdom,4724,209,26,142.04721153846157
13320.0,78,4,1548.7,0,Regular Customers,United Kingdom,1096,77,4,387.175
13321.0,72,2,567.36,0,Regular Customers,United Kingdom,372,10,2,283.68
13322.0,17,1,199.48000000000002,0,Regular Customers,United Kingdom,117,25,1,199.48000000000002
13323.0,3,5,787.85,0,Regular Customers,United Kingdom,175,6,5,157.57
13324.0,36,10,3693.227500000001,1,High-Value Customers,United Kingdom,5205,25,10,369.3227500000001
13325.0,82,1,675.3,0,Regular Customers,United Kingdom,240,12,1,675.3
13327.0,39,8,3627.77,1,High-Value Customers,United Kingdom,1600,74,8,453.47125
13328.0,316,1,1308.48,2,At-Risk Customers,United Kingdom,680,17,1,1308.48
13329.0,32,2,789.0,0,Regular Customers,United Kingdom,463,16,2,394.5
13330.0,93,3,1140.93,0,Regular Customers,United Kingdom,751,37,3,380.31
13332.0,14,1,350.9,0,Regular Customers,United Kingdom,179,21,1,350.9
13334.0,82,3,3536.82,1,High-Value Customers,United Kingdom,1774,207,3,1178.94
13336.0,77,1,795.12,0,Regular Customers,United Kingdom,559,51,1,795.12
13338.0,158,1,487.02,2,At-Risk Customers,United Kingdom,256,19,1,487.02
13339.0,201,1,860.12,2,At-Risk Customers,United Kingdom,326,54,1,860.12
13340.0,45,7,3693.227500000001,1,High-Value Customers,United Kingdom,5770,128,7,527.6039285714287
13341.0,261,1,775.85,2,At-Risk Customers,United Kingdom,301,42,1,775.85
13343.0,178,1,353.43,2,At-Risk Customers,United Kingdom,135,19,1,353.43
13344.0,68,3,2543.72,0,Regular Customers,United Kingdom,971,115,3,847.9066666666666
13345.0,288,1,389.5,2,At-Risk Customers,United Kingdom,141,20,1,389.5
13347.0,70,1,341.36,0,Regular Customers,United Kingdom,205,8,1,341.36
13348.0,64,1,233.76,0,Regular Customers,United Kingdom,136,14,1,233.76
13349.0,11,1,247.32,0,Regular Customers,United Kingdom,225,16,1,247.32
13350.0,16,2,979.12,0,Regular Customers,United Kingdom,287,36,2,489.56
13351.0,66,1,373.94,0,Regular Customers,United Kingdom,117,16,1,373.94
13352.0,60,1,397.97999999999996,0,Regular Customers,United Kingdom,321,24,1,397.97999999999996
13354.0,71,1,743.53,0,Regular Customers,United Kingdom,604,51,1,743.53
13355.0,122,1,674.7,0,Regular Customers,United Kingdom,314,32,1,674.7
13356.0,80,1,768.24,0,Regular Customers,United Kingdom,325,42,1,768.24
13357.0,257,1,609.95,2,At-Risk Customers,United Kingdom,322,85,1,609.95
13358.0,269,1,439.03,2,At-Risk Customers,United Kingdom,285,29,1,439.03
13359.0,64,1,439.56,0,Regular Customers,United Kingdom,161,23,1,439.56
13362.0,9,4,3090.7400000000002,1,High-Value Customers,United Kingdom,1382,128,4,772.6850000000001
13363.0,18,2,992.5,0,Regular Customers,United Kingdom,710,47,2,496.25
13364.0,71,1,134.95999999999998,0,Regular Customers,United Kingdom,71,10,1,134.95999999999998
13365.0,34,2,2225.37,0,Regular Customers,United Kingdom,1247,122,2,1112.685
13366.0,50,1,56.160000000000004,0,Regular Customers,United Kingdom,144,1,1,56.160000000000004
13368.0,257,2,623.4,2,At-Risk Customers,United Kingdom,327,29,2,311.7
13369.0,328,1,308.28000000000003,2,At-Risk Customers,United Kingdom,149,14,1,308.28000000000003
13370.0,328,1,754.87,2,At-Risk Customers,United Kingdom,343,39,1,754.87
13372.0,90,1,378.64,0,Regular Customers,United Kingdom,159,23,1,378.64
13373.0,61,3,3312.25,1,High-Value Customers,United Kingdom,1651,135,3,1104.0833333333333
13375.0,89,1,778.65,0,Regular Customers,United Kingdom,442,37,1,778.65
13376.0,99,3,1019.76,0,Regular Customers,United Kingdom,493,45,3,339.92
13379.0,26,3,572.56,0,Regular Customers,United Kingdom,601,85,3,190.85333333333332
13381.0,32,6,3639.31,1,High-Value Customers,United Kingdom,2029,77,6,606.5516666666666
13382.0,281,1,222.99,2,At-Risk Customers,United Kingdom,131,15,1,222.99
13384.0,31,7,3693.227500000001,1,High-Value Customers,United Kingdom,2422,123,7,527.6039285714287
13385.0,328,1,534.57,2,At-Risk Customers,United Kingdom,281,35,1,534.57
13388.0,131,2,677.1,0,Regular Customers,United Kingdom,282,35,2,338.55
13389.0,11,3,797.96,0,Regular Customers,United Kingdom,429,50,3,265.9866666666667
13390.0,75,1,544.08,0,Regular Customers,United Kingdom,224,13,1,544.08
13391.0,204,1,59.8,2,At-Risk Customers,United Kingdom,4,1,1,59.8
13394.0,2,8,2520.02,1,High-Value Customers,United Kingdom,2392,124,8,315.0025
13395.0,185,1,307.72,2,At-Risk Customers,United Kingdom,336,21,1,307.72
13396.0,29,2,1360.99,0,Regular Customers,United Kingdom,600,42,2,680.495
13397.0,73,5,1544.13,0,Regular Customers,United Kingdom,430,28,5,308.826
13398.0,192,1,457.34,2,At-Risk Customers,United Kingdom,281,26,1,457.34
13402.0,127,2,621.23,0,Regular Customers,United Kingdom,479,32,2,310.615
13403.0,18,1,75.0,0,Regular Customers,United Kingdom,44,3,1,75.0
13404.0,1,2,252.49,0,Regular Customers,United Kingdom,111,11,2,126.245
13405.0,74,3,572.451,0,Regular Customers,United Kingdom,165,25,3,190.817
13408.0,2,11,3693.227500000001,1,High-Value Customers,United Kingdom,16232,234,62,59.568185483870984
13410.0,24,5,1003.06,0,Regular Customers,United Kingdom,518,15,5,200.612
13411.0,107,1,213.55,0,Regular Customers,United Kingdom,72,17,1,213.55
13414.0,134,3,1390.5,0,Regular Customers,United Kingdom,1574,23,3,463.5
13416.0,44,2,712.5,0,Regular Customers,United Kingdom,142,11,2,356.25
13417.0,5,2,640.83,0,Regular Customers,United Kingdom,162,26,2,320.415
13418.0,12,11,3693.227500000001,1,High-Value Customers,United Kingdom,3918,223,18,205.1793055555556
13419.0,64,1,221.06,0,Regular Customers,United Kingdom,275,16,1,221.06
13420.0,150,2,159.85,2,At-Risk Customers,United Kingdom,101,8,2,79.925
13421.0,40,2,1851.08,0,Regular Customers,United Kingdom,1181,88,2,925.54
13422.0,64,1,2626.3,0,Regular Customers,United Kingdom,1326,127,1,2626.3
13425.0,108,3,1624.21,0,Regular Customers,United Kingdom,1123,66,3,541.4033333333333
13426.0,1,10,3641.32,1,High-Value Customers,United Kingdom,2245,103,10,364.132
13427.0,19,3,582.6,0,Regular Customers,United Kingdom,545,25,3,194.20000000000002
13428.0,10,1,218.47,0,Regular Customers,United Kingdom,156,70,1,218.47
13429.0,11,4,1006.8,0,Regular Customers,United Kingdom,1390,55,4,251.7
13430.0,19,2,679.45,0,Regular Customers,United Kingdom,751,48,2,339.725
13431.0,67,2,1269.1,0,Regular Customers,United Kingdom,672,44,2,634.55
13434.0,74,2,534.24,0,Regular Customers,United Kingdom,300,9,2,267.12
13435.0,5,7,3693.227500000001,1,High-Value Customers,United Kingdom,2129,68,7,527.6039285714287
13436.0,2,1,196.89,0,Regular Customers,United Kingdom,76,12,1,196.89
13437.0,14,7,3408.06,1,High-Value Customers,United Kingdom,1283,143,7,486.86571428571426
13439.0,255,1,283.71,2,At-Risk Customers,United Kingdom,242,54,1,283.71
13441.0,92,1,296.64,0,Regular Customers,United Kingdom,204,13,1,296.64
13447.0,23,3,1129.14,0,Regular Customers,United Kingdom,584,55,3,376.38000000000005
13448.0,17,6,3539.37,1,High-Value Customers,United Kingdom,1660,137,6,589.895
13449.0,24,1,291.88,0,Regular Customers,United Kingdom,222,19,1,291.88
13450.0,27,6,2043.7199999999998,1,High-Value Customers,United Kingdom,1982,32,6,340.61999999999995
13451.0,26,5,2976.15,1,High-Value Customers,United Kingdom,2149,315,5,595.23
13452.0,259,2,590.0,2,At-Risk Customers,United Kingdom,2,1,2,295.0
13453.0,166,2,356.97999999999996,2,At-Risk Customers,United Kingdom,134,16,2,178.48999999999998
13455.0,25,2,1058.34,0,Regular Customers,United Kingdom,354,42,2,529.17
13456.0,18,6,1766.72,1,High-Value Customers,United Kingdom,765,43,6,294.4533333333333
13458.0,7,11,3693.227500000001,1,High-Value Customers,United Kingdom,5508,242,14,263.80196428571435
13460.0,29,2,183.44,0,Regular Customers,United Kingdom,286,16,2,91.72
13461.0,39,3,1445.0,0,Regular Customers,United Kingdom,1170,14,3,481.6666666666667
13462.0,253,1,151.5,2,At-Risk Customers,United Kingdom,62,9,1,151.5
13464.0,58,1,674.68,0,Regular Customers,United Kingdom,403,41,1,674.68
13466.0,184,1,307.9,2,At-Risk Customers,United Kingdom,259,17,1,307.9
13467.0,11,2,1083.71,0,Regular Customers,United Kingdom,584,89,2,541.855
13468.0,2,11,3693.227500000001,1,High-Value Customers,United Kingdom,2589,184,37,99.81695945945948
13470.0,99,2,165.0,0,Regular Customers,United Kingdom,100,7,2,82.5
13471.0,1,4,2531.58,1,High-Value Customers,United Kingdom,1590,214,4,632.895
13473.0,61,2,422.64,0,Regular Customers,United Kingdom,266,21,2,211.32
13474.0,236,1,229.59,2,At-Risk Customers,United Kingdom,132,59,1,229.59
13475.0,191,4,1431.78,2,At-Risk Customers,United Kingdom,1012,64,4,357.945
13476.0,179,2,1238.47,2,At-Risk Customers,United Kingdom,417,56,2,619.235
13477.0,38,6,1454.58,0,Regular Customers,United Kingdom,1021,57,6,242.42999999999998
13479.0,201,2,300.95,2,At-Risk Customers,United Kingdom,134,14,2,150.475
13481.0,46,5,1804.56,0,Regular Customers,United Kingdom,1142,98,5,360.912
13482.0,232,1,184.64,2,At-Risk Customers,United Kingdom,116,11,1,184.64
13483.0,66,1,140.34,0,Regular Customers,United Kingdom,160,10,1,140.34
13484.0,241,1,313.8,2,At-Risk Customers,United Kingdom,44,8,1,313.8
13485.0,233,1,454.24,2,At-Risk Customers,United Kingdom,277,23,1,454.24
13486.0,78,3,1122.41,0,Regular Customers,United Kingdom,669,69,3,374.1366666666667
13487.0,58,3,575.4,0,Regular Customers,United Kingdom,265,26,3,191.79999999999998
13488.0,17,11,3693.227500000001,1,High-Value Customers,United Kingdom,4518,271,13,284.09442307692314
13489.0,105,4,449.52,0,Regular Customers,United Kingdom,560,11,4,112.38
13491.0,52,10,1215.82,1,High-Value Customers,United Kingdom,903,73,10,121.582
13492.0,136,3,1269.84,0,Regular Customers,Switzerland,408,38,3,423.28
13493.0,275,2,618.63,2,At-Risk Customers,Switzerland,380,6,2,309.315
13494.0,312,1,316.26000000000005,2,At-Risk Customers,United Kingdom,162,18,1,316.26000000000005
13495.0,8,5,2044.8700000000001,1,High-Value Customers,United Kingdom,829,34,5,408.97400000000005
13496.0,11,2,653.33,0,Regular Customers,United Kingdom,341,28,2,326.665
13497.0,283,2,348.05,2,At-Risk Customers,United Kingdom,163,19,2,174.025
13499.0,18,5,1159.11,0,Regular Customers,United Kingdom,1365,31,5,231.82199999999997
13500.0,23,3,1166.77,0,Regular Customers,United Kingdom,609,60,3,388.92333333333335
13501.0,288,1,1340.32,2,At-Risk Customers,Switzerland,560,52,1,1340.32
13502.0,17,3,292.0,0,Regular Customers,United Kingdom,264,17,3,97.33333333333333
13503.0,71,1,216.85,0,Regular Customers,United Kingdom,248,17,1,216.85
13504.0,64,1,295.93,0,Regular Customers,United Kingdom,178,22,1,295.93
13505.0,73,4,3693.227500000001,1,High-Value Customers,Switzerland,2486,182,4,923.3068750000002
13506.0,316,2,458.52,2,At-Risk Customers,United Kingdom,324,26,2,229.26
13507.0,3,4,2479.16,1,High-Value Customers,United Kingdom,1597,146,4,619.79
13508.0,244,1,110.97,2,At-Risk Customers,United Kingdom,24,12,1,110.97
13509.0,9,7,979.72,0,Regular Customers,United Kingdom,1106,27,7,139.96
13510.0,1,4,1791.56,0,Regular Customers,United Kingdom,1386,86,4,447.89
13512.0,261,1,251.21,2,At-Risk Customers,United Kingdom,143,15,1,251.21
13513.0,127,1,205.1,0,Regular Customers,United Kingdom,109,10,1,205.1
13514.0,74,1,152.20000000000002,0,Regular Customers,United Kingdom,40,4,1,152.20000000000002
13515.0,73,4,891.12,0,Regular Customers,United Kingdom,681,50,4,222.78
13516.0,21,3,1389.41,0,Regular Customers,United Kingdom,985,43,3,463.1366666666667
13517.0,60,3,2128.42,0,Regular Customers,United Kingdom,1369,125,3,709.4733333333334
13518.0,86,1,659.4399999999999,0,Regular Customers,United Kingdom,392,36,1,659.4399999999999
13519.0,78,1,122.75,0,Regular Customers,United Kingdom,23,8,1,122.75
13520.0,59,6,3624.35,1,High-Value Customers,Switzerland,1649,49,6,604.0583333333333
13521.0,1,3,1093.65,0,Regular Customers,United Kingdom,736,313,3,364.55
13522.0,30,1,125.80000000000001,0,Regular Customers,United Kingdom,44,5,1,125.80000000000001
13523.0,33,5,3693.227500000001,1,High-Value Customers,United Kingdom,1752,157,5,738.6455000000002
13524.0,41,5,680.1800000000001,0,Regular Customers,United Kingdom,324,17,5,136.036
13525.0,15,2,628.78,0,Regular Customers,United Kingdom,394,5,2,314.39
13527.0,34,7,2287.51,1,High-Value Customers,United Kingdom,1692,153,7,326.7871428571429
13529.0,79,2,307.76,0,Regular Customers,United Kingdom,74,15,2,153.88
13531.0,205,2,483.8,2,At-Risk Customers,United Kingdom,174,17,2,241.9
13532.0,34,1,210.31,0,Regular Customers,United Kingdom,129,66,1,210.31
13533.0,183,3,270.79,2,At-Risk Customers,United Kingdom,204,61,3,90.26333333333334
13534.0,2,11,3693.227500000001,1,High-Value Customers,United Kingdom,2961,119,25,147.72910000000005
13536.0,1,7,3448.29,1,High-Value Customers,United Kingdom,2136,91,7,492.61285714285714
13538.0,43,7,1280.85,1,High-Value Customers,United Kingdom,175,10,7,182.97857142857143
13539.0,86,3,631.34,0,Regular Customers,United Kingdom,320,35,3,210.4466666666667
13544.0,40,2,291.41,0,Regular Customers,United Kingdom,127,76,2,145.705
13546.0,12,3,626.99,0,Regular Customers,United Kingdom,359,72,3,208.99666666666667
13548.0,96,2,682.41,0,Regular Customers,United Kingdom,441,114,2,341.205
13549.0,26,7,918.2,0,Regular Customers,United Kingdom,458,37,7,131.17142857142858
13551.0,319,1,91.80000000000001,2,At-Risk Customers,United Kingdom,12,4,1,91.80000000000001
13552.0,66,11,3693.227500000001,1,High-Value Customers,United Kingdom,1417,82,12,307.7689583333334
13555.0,74,4,3693.227500000001,1,High-Value Customers,United Kingdom,2660,128,4,923.3068750000002
13557.0,28,2,584.06,0,Regular Customers,United Kingdom,546,31,2,292.03
13558.0,6,4,605.06,0,Regular Customers,United Kingdom,344,123,4,151.265
13560.0,7,1,174.37,0,Regular Customers,United Kingdom,64,32,1,174.37
13561.0,216,1,141.85999999999999,2,At-Risk Customers,United Kingdom,83,14,1,141.85999999999999
13562.0,82,3,1799.33,0,Regular Customers,United Kingdom,757,50,3,599.7766666666666
13563.0,84,2,777.53,0,Regular Customers,United Kingdom,209,49,2,388.765
13564.0,144,3,1749.02,0,Regular Customers,United Kingdom,661,68,3,583.0066666666667
13565.0,19,2,240.22,0,Regular Customers,United Kingdom,172,35,2,120.11
13566.0,41,2,874.71,0,Regular Customers,United Kingdom,575,134,2,437.355
13568.0,173,1,192.85,2,At-Risk Customers,United Kingdom,70,41,1,192.85
13569.0,17,2,373.75,0,Regular Customers,United Kingdom,164,73,2,186.875
13570.0,243,1,239.49,2,At-Risk Customers,United Kingdom,161,27,1,239.49
13571.0,13,11,2092.32,1,High-Value Customers,United Kingdom,1759,157,12,174.36
13572.0,206,1,1384.25,2,At-Risk Customers,United Kingdom,534,32,1,1384.25
13573.0,50,2,294.4,0,Regular Customers,United Kingdom,303,24,2,147.2
13575.0,23,5,732.0699999999999,0,Regular Customers,United Kingdom,449,41,5,146.414
13576.0,10,11,3693.227500000001,1,High-Value Customers,United Kingdom,2646,78,18,205.1793055555556
13577.0,25,4,1687.6000000000001,0,Regular Customers,United Kingdom,791,61,4,421.90000000000003
13579.0,15,2,467.04,0,Regular Customers,United Kingdom,176,19,2,233.52
13581.0,309,1,118.0,2,At-Risk Customers,United Kingdom,30,10,1,118.0
13583.0,156,1,781.03,2,At-Risk Customers,United Kingdom,725,53,1,781.03
13584.0,307,1,142.4,2,At-Risk Customers,United Kingdom,37,24,1,142.4
13587.0,64,1,712.4,0,Regular Customers,United Kingdom,180,8,1,712.4
13588.0,16,9,2478.95,1,High-Value Customers,United Kingdom,2606,131,9,275.43888888888887
13589.0,15,2,379.65,0,Regular Customers,United Kingdom,114,21,2,189.825
13590.0,11,6,1981.92,1,High-Value Customers,United Kingdom,1848,70,6,330.32
13591.0,65,3,1117.13,0,Regular Customers,United Kingdom,485,56,3,372.3766666666667
13592.0,36,4,247.95999999999998,0,Regular Customers,United Kingdom,84,15,4,61.989999999999995
13593.0,108,5,2037.0800000000002,0,Regular Customers,United Kingdom,731,77,5,407.41600000000005
13594.0,53,1,396.97,0,Regular Customers,United Kingdom,359,26,1,396.97
13596.0,6,2,697.04,0,Regular Customers,United Kingdom,406,133,2,348.52
13598.0,47,1,180.17000000000002,0,Regular Customers,United Kingdom,58,33,1,180.17000000000002
13599.0,1,11,3693.227500000001,1,High-Value Customers,United Kingdom,3294,171,21,175.86797619047624
13600.0,312,1,219.52,2,At-Risk Customers,United Kingdom,324,19,1,219.52
13601.0,45,2,693.32,0,Regular Customers,United Kingdom,548,90,2,346.66
13602.0,65,1,428.89,0,Regular Customers,United Kingdom,267,23,1,428.89
13603.0,26,1,164.34,0,Regular Customers,United Kingdom,164,27,1,164.34
13606.0,29,3,280.53999999999996,0,Regular Customers,United Kingdom,279,40,3,93.51333333333332
13607.0,40,1,678.01,0,Regular Customers,United Kingdom,290,93,1,678.01
13610.0,12,7,1131.88,0,Regular Customers,United Kingdom,516,165,7,161.69714285714286
13611.0,89,3,1171.8,0,Regular Customers,United Kingdom,766,67,3,390.59999999999997
13614.0,24,4,1610.46,0,Regular Customers,United Kingdom,570,171,4,402.615
13615.0,319,1,417.69,2,At-Risk Customers,United Kingdom,189,23,1,417.69
13617.0,40,3,544.18,0,Regular Customers,United Kingdom,300,31,3,181.39333333333332
13618.0,174,1,177.34,2,At-Risk Customers,United Kingdom,246,13,1,177.34
13621.0,117,1,213.85,0,Regular Customers,United Kingdom,343,19,1,213.85
13623.0,31,5,747.78,0,Regular Customers,United Kingdom,294,75,5,149.55599999999998
